id,Target,Stance,Location
1.26352E+18,face_masks,FAVOR,WA
1.27329E+18,face_masks,AGAINST,TX
1.26195E+18,face_masks,AGAINST,CA
1.27074E+18,face_masks,NONE,USA
1.33383E+18,face_masks,NONE,CA
1.28602E+18,face_masks,NONE,USA
1.26023E+18,face_masks,AGAINST,NY
1.28724E+18,face_masks,FAVOR,PA
1.28058E+18,face_masks,NONE,OH
1.32636E+18,face_masks,NONE,AR
1.26641E+18,face_masks,NONE,IA
1.27412E+18,face_masks,AGAINST,GA
1.31056E+18,face_masks,AGAINST,OH
1.28453E+18,face_masks,FAVOR,IN
1.26314E+18,face_masks,NONE,NY
1.28513E+18,face_masks,NONE,TX
1.30087E+18,face_masks,FAVOR,NY
1.24621E+18,face_masks,FAVOR,TX
1.29102E+18,face_masks,NONE,CA
1.25369E+18,face_masks,FAVOR,CT
1.3008E+18,face_masks,FAVOR,DC
1.29031E+18,face_masks,AGAINST,NC
1.33105E+18,face_masks,NONE,OK
1.3274E+18,face_masks,NONE,TN
1.28386E+18,face_masks,NONE,CO
1.28395E+18,face_masks,NONE,OH
1.26295E+18,face_masks,FAVOR,VT
1.34015E+18,face_masks,NONE,TX
1.29339E+18,face_masks,NONE,WA
1.24063E+18,face_masks,NONE,NY
1.25118E+18,face_masks,FAVOR,FL
1.28844E+18,face_masks,AGAINST,TX
1.33158E+18,face_masks,AGAINST,NE
1.32226E+18,face_masks,FAVOR,CA
1.27812E+18,face_masks,FAVOR,TX
1.32946E+18,face_masks,AGAINST,FL
1.25634E+18,face_masks,AGAINST,FL
1.30922E+18,face_masks,FAVOR,CA
1.24184E+18,face_masks,FAVOR,TX
1.27889E+18,face_masks,AGAINST,NM
1.30335E+18,face_masks,NONE,DC
1.28105E+18,face_masks,FAVOR,TX
1.28848E+18,face_masks,NONE,CO
1.29859E+18,face_masks,NONE,IA
1.31644E+18,face_masks,AGAINST,UT
1.28775E+18,face_masks,NONE,NJ
1.32799E+18,face_masks,FAVOR,AR
1.33028E+18,face_masks,NONE,AR
1.25597E+18,face_masks,FAVOR,USA
1.31261E+18,face_masks,AGAINST,OH
1.32906E+18,face_masks,FAVOR,PA
1.34451E+18,face_masks,NONE,FL
1.29875E+18,face_masks,AGAINST,TX
1.2555E+18,face_masks,NONE,OH
1.2842E+18,face_masks,NONE,AL
1.31443E+18,face_masks,AGAINST,FL
1.24617E+18,face_masks,NONE,USA
1.32147E+18,face_masks,FAVOR,IA
1.27949E+18,face_masks,FAVOR,MA
1.32834E+18,face_masks,NONE,TN
1.29838E+18,face_masks,NONE,USA
1.24755E+18,face_masks,NONE,NY
1.26538E+18,face_masks,FAVOR,NJ
1.31247E+18,face_masks,FAVOR,OR
1.32639E+18,face_masks,NONE,FL
1.3299E+18,face_masks,AGAINST,AZ
1.27954E+18,face_masks,NONE,OH
1.3262E+18,face_masks,FAVOR,DC
1.27668E+18,face_masks,AGAINST,FL
1.3314E+18,face_masks,NONE,ND
1.33456E+18,face_masks,NONE,VA
1.27758E+18,face_masks,AGAINST,DC
1.25731E+18,face_masks,FAVOR,MI
1.28492E+18,face_masks,NONE,USA
1.32596E+18,face_masks,NONE,FL
1.312E+18,face_masks,AGAINST,TN
1.31362E+18,face_masks,FAVOR,MI
1.30653E+18,face_masks,FAVOR,MN
1.32913E+18,face_masks,FAVOR,NJ
1.30601E+18,face_masks,AGAINST,NC
1.31669E+18,face_masks,NONE,MI
1.24719E+18,face_masks,NONE,CA
1.27928E+18,face_masks,AGAINST,CA
1.31301E+18,face_masks,FAVOR,GA
1.24613E+18,face_masks,FAVOR,GA
1.34006E+18,face_masks,NONE,IL
1.32815E+18,face_masks,FAVOR,OR
1.34273E+18,face_masks,NONE,TX
1.26241E+18,face_masks,AGAINST,MO
1.32889E+18,face_masks,AGAINST,CA
1.28805E+18,face_masks,FAVOR,DC
1.23266E+18,face_masks,FAVOR,CA
1.31533E+18,face_masks,AGAINST,CT
1.2727E+18,face_masks,FAVOR,CA
1.3376E+18,face_masks,NONE,MO
1.24737E+18,face_masks,NONE,IA
1.32915E+18,face_masks,NONE,WI
1.33568E+18,face_masks,NONE,FL
1.33377E+18,face_masks,FAVOR,LA
1.32953E+18,face_masks,NONE,NH
1.32766E+18,face_masks,NONE,NJ
1.24626E+18,face_masks,FAVOR,WI
1.27772E+18,face_masks,FAVOR,NC
1.2734E+18,face_masks,FAVOR,OR
1.24522E+18,face_masks,FAVOR,AZ
1.273E+18,face_masks,FAVOR,WA
1.31615E+18,face_masks,AGAINST,UT
1.33739E+18,face_masks,NONE,CA
1.32634E+18,face_masks,FAVOR,NY
1.23853E+18,face_masks,NONE,TX
1.32903E+18,face_masks,FAVOR,NY
1.3439E+18,face_masks,NONE,USA
1.32919E+18,face_masks,NONE,KS
1.29379E+18,face_masks,FAVOR,AZ
1.24854E+18,face_masks,NONE,PA
1.26711E+18,face_masks,NONE,USA
1.27103E+18,face_masks,FAVOR,NC
1.33534E+18,face_masks,AGAINST,IL
1.30277E+18,face_masks,AGAINST,TX
1.32822E+18,face_masks,NONE,TX
1.32915E+18,face_masks,NONE,WI
1.31685E+18,face_masks,AGAINST,UT
1.29755E+18,face_masks,FAVOR,CA
1.24507E+18,face_masks,NONE,OH
1.28881E+18,face_masks,NONE,NJ
1.22835E+18,face_masks,NONE,DC
1.33859E+18,face_masks,AGAINST,HI
1.33644E+18,face_masks,NONE,TX
1.2835E+18,face_masks,FAVOR,CA
1.29119E+18,face_masks,FAVOR,CA
1.31368E+18,face_masks,AGAINST,CT
1.25306E+18,face_masks,FAVOR,MD
1.26281E+18,face_masks,AGAINST,CT
1.31197E+18,face_masks,FAVOR,MD
1.34366E+18,face_masks,AGAINST,OR
1.32781E+18,face_masks,NONE,NJ
1.33383E+18,face_masks,FAVOR,TX
1.27222E+18,face_masks,FAVOR,MI
1.24939E+18,face_masks,FAVOR,HI
1.29721E+18,face_masks,AGAINST,DC
1.31719E+18,face_masks,AGAINST,TN
1.23564E+18,face_masks,NONE,CA
1.27327E+18,face_masks,FAVOR,FL
1.3176E+18,face_masks,FAVOR,NC
1.32734E+18,face_masks,NONE,VA
1.26148E+18,face_masks,FAVOR,NV
1.34507E+18,face_masks,NONE,CO
1.23844E+18,face_masks,FAVOR,NY
1.23466E+18,face_masks,FAVOR,FL
1.2879E+18,face_masks,NONE,FL
1.32908E+18,face_masks,FAVOR,NC
1.32696E+18,face_masks,NONE,NY
1.33494E+18,face_masks,FAVOR,AZ
1.33526E+18,face_masks,FAVOR,DC
1.26538E+18,face_masks,FAVOR,FL
1.23281E+18,face_masks,NONE,PA
1.25661E+18,face_masks,FAVOR,FL
1.32943E+18,face_masks,NONE,NE
1.3292E+18,face_masks,AGAINST,CA
1.32841E+18,face_masks,NONE,CA
1.32775E+18,face_masks,FAVOR,MN
1.25384E+18,face_masks,FAVOR,VA
1.286E+18,face_masks,NONE,MI
1.32726E+18,face_masks,FAVOR,NY
1.29902E+18,face_masks,FAVOR,TX
1.27545E+18,face_masks,FAVOR,WA
1.25312E+18,face_masks,NONE,GA
1.30096E+18,face_masks,AGAINST,FL
1.23205E+18,face_masks,FAVOR,FL
1.2651E+18,face_masks,AGAINST,GA
1.31945E+18,face_masks,NONE,OH
1.28494E+18,face_masks,FAVOR,NY
1.262E+18,face_masks,FAVOR,MA
1.32846E+18,face_masks,NONE,FL
1.32619E+18,face_masks,FAVOR,VA
1.28098E+18,face_masks,FAVOR,USA
1.33749E+18,face_masks,NONE,FL
1.2856E+18,face_masks,AGAINST,OH
1.2756E+18,face_masks,AGAINST,TX
1.28347E+18,face_masks,FAVOR,NY
1.32698E+18,face_masks,FAVOR,KS
1.33137E+18,face_masks,NONE,GA
1.30812E+18,face_masks,FAVOR,VA
1.26438E+18,face_masks,FAVOR,NY
1.2835E+18,face_masks,NONE,NJ
1.31615E+18,face_masks,AGAINST,UT
1.30877E+18,face_masks,FAVOR,MO
1.23698E+18,face_masks,AGAINST,NJ
1.33092E+18,face_masks,FAVOR,VA
1.28048E+18,face_masks,NONE,PA
1.256E+18,face_masks,FAVOR,CA
1.29622E+18,face_masks,FAVOR,AZ
1.32952E+18,face_masks,NONE,MA
1.25663E+18,face_masks,AGAINST,MD
1.24754E+18,face_masks,NONE,CA
1.33646E+18,face_masks,AGAINST,ID
1.33017E+18,face_masks,NONE,VA
1.32855E+18,face_masks,NONE,CA
1.26217E+18,face_masks,FAVOR,VA
1.25476E+18,face_masks,FAVOR,MN
1.32615E+18,face_masks,NONE,MD
1.32863E+18,face_masks,NONE,GA
1.33525E+18,face_masks,FAVOR,PA
1.2548E+18,face_masks,NONE,MA
1.3313E+18,face_masks,FAVOR,NC
1.31471E+18,face_masks,FAVOR,CA
1.28887E+18,face_masks,NONE,TX
1.28347E+18,face_masks,FAVOR,CO
1.28568E+18,face_masks,FAVOR,AR
1.32709E+18,face_masks,FAVOR,FL
1.32919E+18,face_masks,AGAINST,MA
1.32711E+18,face_masks,NONE,NJ
1.33435E+18,face_masks,AGAINST,CT
1.33423E+18,face_masks,NONE,IA
1.25042E+18,face_masks,NONE,WY
1.31465E+18,face_masks,FAVOR,NM
1.30083E+18,face_masks,NONE,FL
1.33759E+18,face_masks,NONE,NJ
1.32731E+18,face_masks,FAVOR,PA
1.31499E+18,face_masks,FAVOR,USA
1.24374E+18,face_masks,FAVOR,IL
1.32668E+18,face_masks,NONE,MO
1.26098E+18,face_masks,FAVOR,WA
1.3125E+18,face_masks,NONE,IA
1.30489E+18,face_masks,FAVOR,OK
1.33558E+18,face_masks,NONE,PA
1.23774E+18,face_masks,NONE,IL
1.32854E+18,face_masks,AGAINST,OK
1.31185E+18,face_masks,FAVOR,FL
1.28894E+18,face_masks,AGAINST,TX
1.31611E+18,face_masks,AGAINST,UT
1.22761E+18,face_masks,NONE,GA
1.33557E+18,face_masks,AGAINST,NJ
1.32736E+18,face_masks,FAVOR,GA
1.24581E+18,face_masks,FAVOR,FL
1.27688E+18,face_masks,AGAINST,CA
1.32785E+18,face_masks,FAVOR,IL
1.2904E+18,face_masks,NONE,TX
1.32877E+18,face_masks,NONE,TX
1.31984E+18,face_masks,NONE,MI
1.30239E+18,face_masks,AGAINST,VA
1.27672E+18,face_masks,AGAINST,TX
1.27863E+18,face_masks,FAVOR,LA
1.33074E+18,face_masks,AGAINST,NJ
1.33669E+18,face_masks,NONE,CA
1.29153E+18,face_masks,NONE,OH
1.345E+18,face_masks,NONE,WA
1.32997E+18,face_masks,NONE,OH
1.28358E+18,face_masks,NONE,VA
1.2943E+18,face_masks,NONE,TX
1.24464E+18,face_masks,FAVOR,TX
1.25019E+18,face_masks,FAVOR,CO
1.27254E+18,face_masks,FAVOR,TX
1.23396E+18,face_masks,AGAINST,CA
1.25119E+18,face_masks,NONE,MS
1.27929E+18,face_masks,NONE,NY
1.2856E+18,face_masks,AGAINST,AZ
1.28139E+18,face_masks,AGAINST,OH
1.26866E+18,face_masks,NONE,DC
1.33183E+18,face_masks,NONE,DC
1.27797E+18,face_masks,FAVOR,TX
1.26137E+18,face_masks,NONE,NY
1.32841E+18,face_masks,NONE,MI
1.30655E+18,face_masks,AGAINST,IL
1.32734E+18,face_masks,NONE,VA
1.3309E+18,face_masks,NONE,NY
1.27325E+18,face_masks,FAVOR,OH
1.30885E+18,face_masks,NONE,IN
1.32586E+18,face_masks,NONE,FL
1.27636E+18,face_masks,FAVOR,TX
1.30922E+18,face_masks,NONE,NY
1.32593E+18,face_masks,NONE,KS
1.26353E+18,face_masks,AGAINST,NC
1.28367E+18,face_masks,FAVOR,CA
1.27852E+18,face_masks,NONE,TX
1.3292E+18,face_masks,NONE,KS
1.2671E+18,face_masks,AGAINST,PA
1.33134E+18,face_masks,NONE,MI
1.32975E+18,face_masks,FAVOR,VA
1.28849E+18,face_masks,NONE,MD
1.32877E+18,face_masks,NONE,PA
1.31358E+18,face_masks,FAVOR,NY
1.26549E+18,face_masks,FAVOR,TX
1.28429E+18,face_masks,AGAINST,VA
1.31353E+18,face_masks,FAVOR,SC
1.28627E+18,face_masks,FAVOR,MN
1.23592E+18,face_masks,NONE,TX
1.28788E+18,face_masks,NONE,USA
1.24442E+18,face_masks,FAVOR,NC
1.27841E+18,face_masks,AGAINST,WA
1.27693E+18,face_masks,FAVOR,TX
1.26247E+18,face_masks,AGAINST,OH
1.29077E+18,face_masks,FAVOR,IA
1.27569E+18,face_masks,AGAINST,USA
1.31419E+18,face_masks,FAVOR,ME
1.33163E+18,face_masks,AGAINST,CA
1.33463E+18,face_masks,NONE,NV
1.27845E+18,face_masks,NONE,MI
1.28429E+18,face_masks,NONE,OK
1.27594E+18,face_masks,FAVOR,CT
1.29806E+18,face_masks,FAVOR,FL
1.27232E+18,face_masks,AGAINST,PA
1.2832E+18,face_masks,FAVOR,USA
1.24776E+18,face_masks,FAVOR,CA
1.3313E+18,face_masks,NONE,OK
1.24697E+18,face_masks,NONE,WI
1.26535E+18,face_masks,NONE,TX
1.25528E+18,face_masks,FAVOR,SC
1.32853E+18,face_masks,NONE,NY
1.31349E+18,face_masks,FAVOR,CO
1.31529E+18,face_masks,AGAINST,CT
1.29218E+18,face_masks,AGAINST,PA
1.32593E+18,face_masks,NONE,NY
1.32765E+18,face_masks,NONE,USA
1.32964E+18,face_masks,AGAINST,CA
1.30519E+18,face_masks,FAVOR,NE
1.33377E+18,face_masks,FAVOR,KS
1.3341E+18,face_masks,NONE,NY
1.32851E+18,face_masks,FAVOR,CA
1.24968E+18,face_masks,FAVOR,NY
1.27274E+18,face_masks,AGAINST,HI
1.3324E+18,face_masks,NONE,NM
1.34434E+18,face_masks,NONE,CT
1.25598E+18,face_masks,FAVOR,TX
1.24553E+18,face_masks,NONE,NY
1.24617E+18,face_masks,FAVOR,CA
1.25621E+18,face_masks,FAVOR,NY
1.33569E+18,face_masks,NONE,TX
1.32879E+18,face_masks,FAVOR,WA
1.32843E+18,face_masks,AGAINST,FL
1.27951E+18,face_masks,AGAINST,DC
1.32872E+18,face_masks,NONE,VT
1.28316E+18,face_masks,NONE,CA
1.28097E+18,face_masks,NONE,USA
1.33429E+18,face_masks,FAVOR,NJ
1.25345E+18,face_masks,AGAINST,TX
1.32624E+18,face_masks,AGAINST,OH
1.24399E+18,face_masks,FAVOR,OH
1.24587E+18,face_masks,FAVOR,FL
1.28541E+18,face_masks,NONE,TX
1.27727E+18,face_masks,FAVOR,MD
1.2838E+18,face_masks,AGAINST,TX
1.32906E+18,face_masks,FAVOR,AZ
1.30712E+18,face_masks,NONE,TX
1.2766E+18,face_masks,AGAINST,CA
1.22184E+18,face_masks,NONE,CT
1.32713E+18,face_masks,NONE,OH
1.33642E+18,face_masks,NONE,CA
1.26762E+18,face_masks,FAVOR,TX
1.33246E+18,face_masks,FAVOR,NC
1.2837E+18,face_masks,NONE,NY
1.25597E+18,face_masks,NONE,CA
1.31865E+18,face_masks,FAVOR,NC
1.26246E+18,face_masks,FAVOR,PA
1.27375E+18,face_masks,FAVOR,AZ
1.2549E+18,face_masks,FAVOR,VA
1.25751E+18,face_masks,FAVOR,TX
1.25088E+18,face_masks,FAVOR,NV
1.32914E+18,face_masks,NONE,TN
1.32588E+18,face_masks,AGAINST,KY
1.24102E+18,face_masks,NONE,NC
1.30278E+18,face_masks,AGAINST,MA
1.26461E+18,face_masks,FAVOR,PA
1.24315E+18,face_masks,NONE,TN
1.24545E+18,face_masks,AGAINST,FL
1.28398E+18,face_masks,NONE,FL
1.26171E+18,face_masks,FAVOR,MA
1.23287E+18,face_masks,NONE,NV
1.32624E+18,face_masks,NONE,CA
1.28381E+18,face_masks,AGAINST,TX
1.33507E+18,face_masks,FAVOR,IN
1.31588E+18,face_masks,AGAINST,MS
1.2903E+18,face_masks,FAVOR,WI
1.32653E+18,face_masks,FAVOR,FL
1.28096E+18,face_masks,NONE,CA
1.28318E+18,face_masks,AGAINST,KY
1.2941E+18,face_masks,FAVOR,WA
1.22497E+18,face_masks,FAVOR,MO
1.3344E+18,face_masks,FAVOR,CA
1.28601E+18,face_masks,NONE,PA
1.25559E+18,face_masks,FAVOR,FL
1.28342E+18,face_masks,NONE,NC
1.32118E+18,face_masks,NONE,MD
1.2574E+18,face_masks,AGAINST,OR
1.32708E+18,face_masks,FAVOR,PA
1.32912E+18,face_masks,AGAINST,FL
1.34618E+18,face_masks,NONE,NC
1.28429E+18,face_masks,AGAINST,NV
1.23734E+18,face_masks,NONE,CA
1.26044E+18,face_masks,FAVOR,HI
1.31292E+18,face_masks,FAVOR,FL
1.23817E+18,face_masks,FAVOR,NY
1.27804E+18,face_masks,AGAINST,FL
1.33E+18,face_masks,FAVOR,MD
1.27883E+18,face_masks,FAVOR,OH
1.27665E+18,face_masks,FAVOR,NV
1.30083E+18,face_masks,AGAINST,NY
1.26438E+18,face_masks,FAVOR,PA
1.33824E+18,face_masks,AGAINST,IL
1.32748E+18,face_masks,FAVOR,TX
1.31647E+18,face_masks,AGAINST,UT
1.28859E+18,face_masks,FAVOR,VA
1.27083E+18,face_masks,NONE,OR
1.33358E+18,face_masks,FAVOR,AZ
1.33378E+18,face_masks,AGAINST,AZ
1.31466E+18,face_masks,FAVOR,NM
1.32596E+18,face_masks,FAVOR,CO
1.30272E+18,face_masks,AGAINST,GA
1.32827E+18,face_masks,NONE,ID
1.29222E+18,face_masks,NONE,NC
1.31636E+18,face_masks,NONE,IA
1.28384E+18,face_masks,NONE,LA
1.33484E+18,face_masks,NONE,USA
1.33161E+18,face_masks,FAVOR,IL
1.25635E+18,face_masks,NONE,WI
1.26433E+18,face_masks,AGAINST,CA
1.2468E+18,face_masks,FAVOR,FL
1.2502E+18,face_masks,FAVOR,WA
1.32659E+18,face_masks,NONE,CA
1.31573E+18,face_masks,AGAINST,UT
1.33301E+18,face_masks,FAVOR,CA
1.31312E+18,face_masks,AGAINST,OK
1.32741E+18,face_masks,FAVOR,CO
1.28817E+18,face_masks,FAVOR,NY
1.28813E+18,face_masks,FAVOR,AZ
1.25627E+18,face_masks,FAVOR,PA
1.32957E+18,face_masks,AGAINST,NC
1.32853E+18,face_masks,NONE,AZ
1.33026E+18,face_masks,NONE,TX
1.28938E+18,face_masks,NONE,NJ
1.24446E+18,face_masks,NONE,OH
1.27598E+18,face_masks,FAVOR,NC
1.32913E+18,face_masks,NONE,MI
1.25087E+18,face_masks,AGAINST,KY
1.33061E+18,face_masks,FAVOR,MD
1.31321E+18,face_masks,AGAINST,FL
1.27804E+18,face_masks,NONE,VA
1.29205E+18,face_masks,FAVOR,MD
1.27149E+18,face_masks,FAVOR,OK
1.25336E+18,face_masks,FAVOR,ID
1.33084E+18,face_masks,FAVOR,CT
1.32907E+18,face_masks,FAVOR,CA
1.27666E+18,face_masks,AGAINST,SC
1.26749E+18,face_masks,AGAINST,USA
1.31726E+18,face_masks,NONE,PA
1.2838E+18,face_masks,AGAINST,TX
1.32832E+18,face_masks,NONE,TX
1.31386E+18,face_masks,FAVOR,CA
1.28247E+18,face_masks,NONE,PA
1.28206E+18,face_masks,NONE,LA
1.33094E+18,face_masks,FAVOR,NJ
1.27509E+18,face_masks,AGAINST,GA
1.32668E+18,face_masks,NONE,TX
1.28317E+18,face_masks,NONE,CA
1.25129E+18,face_masks,NONE,CA
1.25121E+18,face_masks,NONE,AZ
1.26074E+18,face_masks,AGAINST,USA
1.32884E+18,face_masks,NONE,TX
1.30845E+18,face_masks,AGAINST,FL
1.26207E+18,face_masks,FAVOR,WA
1.25412E+18,face_masks,FAVOR,MD
1.3012E+18,face_masks,AGAINST,TN
1.28207E+18,face_masks,NONE,NY
1.2342E+18,face_masks,NONE,CO
1.32851E+18,face_masks,NONE,NJ
1.2541E+18,face_masks,NONE,MO
1.25189E+18,face_masks,FAVOR,MN
1.23465E+18,face_masks,NONE,DC
1.32943E+18,face_masks,NONE,WI
1.34319E+18,face_masks,AGAINST,OH
1.32586E+18,face_masks,NONE,WA
1.2861E+18,face_masks,NONE,IN
1.25998E+18,face_masks,NONE,KS
1.23455E+18,face_masks,AGAINST,CA
1.28417E+18,face_masks,NONE,TX
1.32217E+18,face_masks,FAVOR,IL
1.29E+18,face_masks,FAVOR,OH
1.31816E+18,face_masks,AGAINST,NC
1.28597E+18,face_masks,NONE,CA
1.32832E+18,face_masks,FAVOR,NJ
1.31318E+18,face_masks,FAVOR,TX
1.33019E+18,face_masks,AGAINST,DC
1.32915E+18,face_masks,AGAINST,PA
1.32218E+18,face_masks,FAVOR,NY
1.2827E+18,face_masks,NONE,VA
1.27297E+18,face_masks,FAVOR,TX
1.26502E+18,face_masks,NONE,NM
1.31568E+18,face_masks,FAVOR,CA
