id,target,stance
1.32577E+18,Vaccination,FAVOR
1.32577E+18,Vaccination,FAVOR
1.32577E+18,Vaccination,AGAINST
1.32577E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,NONE
1.32578E+18,Vaccination,NONE
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,NONE
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,NONE
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,NONE
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,FAVOR
1.32578E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,NONE
1.32579E+18,Vaccination,NONE
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,NONE
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,NONE
1.32579E+18,Vaccination,NONE
1.32579E+18,Vaccination,NONE
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,FAVOR
1.32579E+18,Vaccination,AGAINST
1.32579E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,NONE
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,NONE
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,AGAINST
1.3258E+18,Vaccination,FAVOR
1.3258E+18,Vaccination,NONE
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,NONE
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,AGAINST
1.32581E+18,Vaccination,FAVOR
1.32581E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,NONE
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,NONE
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,NONE
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,AGAINST
1.32582E+18,Vaccination,FAVOR
1.32582E+18,Vaccination,NONE
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,FAVOR
1.32583E+18,Vaccination,FAVOR
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,FAVOR
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,NONE
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,NONE
1.32583E+18,Vaccination,FAVOR
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,NONE
1.32583E+18,Vaccination,AGAINST
1.32583E+18,Vaccination,NONE
1.32583E+18,Vaccination,FAVOR
1.32583E+18,Vaccination,FAVOR
1.32583E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,NONE
1.32584E+18,Vaccination,AGAINST
1.32584E+18,Vaccination,FAVOR
1.32584E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,NONE
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32585E+18,Vaccination,FAVOR
1.32585E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,NONE
1.32586E+18,Vaccination,AGAINST
1.32586E+18,Vaccination,FAVOR
1.32586E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,NONE
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,NONE
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,NONE
1.32587E+18,Vaccination,NONE
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,NONE
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,AGAINST
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,NONE
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32587E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,AGAINST
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,AGAINST
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,AGAINST
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
1.32588E+18,Vaccination,FAVOR
